text	recoder	tare	rewardrepair	selfapr	gamma	allfailure
private static Map<String, Set<String>> buildConstrainingInfo(JavaClass cls, Method m) throws ClassNotFoundException { Map<String, Set<String>> constraintInfo = new HashMap<>(); Set<String> exs = new HashSet<>(); ExceptionTable et = m.getExceptionTable(); if (et != null) { int[] indexTable = et.getExceptionIndexTable(); ConstantPool pool = cls.getConstantPool(); for (int index : indexTable) { if (index != 0) { ConstantClass ccls = (ConstantClass) pool.getConstant(index); String exName = ccls.getBytes(pool); JavaClass exClass = Repository.lookupClass(exName); if (!exClass.instanceOf(runtimeClass)) { exs.add(ccls.getBytes(pool)); } } } } constraintInfo.put(cls.getClassName(), exs); return constraintInfo; } 	0	0	0	0	0	1
LinkedHashMap<String, Integer> getHotWeblogs(int sinceDays, int offset, int length) throws WebloggerException; 	0	0	0	0	0	1
"@Override public void getView(Cursor cursor, SmartRegisterClient client, final View convertView) { CommonPersonObjectClient pc = (CommonPersonObjectClient) client;  fillValue((TextView) convertView.findViewById(R.id.child_zeir_id), getValue(pc.getColumnmaps(), PathConstants.KEY.ZEIR_ID, false));  String firstName = getValue(pc.getColumnmaps(), PathConstants.KEY.FIRST_NAME, true); String lastName = getValue(pc.getColumnmaps(), PathConstants.KEY.LAST_NAME, true); String childName = getName(firstName, lastName);  String motherFirstName = getValue(pc.getColumnmaps(), PathConstants.KEY.MOTHER_FIRST_NAME, true); if (StringUtils.isBlank(childName) && StringUtils.isNotBlank(motherFirstName)) { childName = ""B/o "" + motherFirstName.trim(); } fillValue((TextView) convertView.findViewById(R.id.child_name), childName);  String motherName = getValue(pc.getColumnmaps(), PathConstants.KEY.MOTHER_LAST_NAME, true) + "" "" + getValue(pc, PathConstants.KEY.MOTHER_LAST_NAME, true); if (!StringUtils.isNotBlank(motherName)) { motherName = ""M/G: "" + motherName.trim(); } fillValue((TextView) convertView.findViewById(R.id.child_mothername), motherName);  DateTime birthDateTime; String dobString = getValue(pc.getColumnmaps(), PathConstants.KEY.DOB, false); String durationString = """"; if (StringUtils.isNotBlank(dobString)) { try { birthDateTime = new DateTime(dobString); String duration = DateUtil.getDuration(birthDateTime); if (duration != null) { durationString = duration; } } catch (Exception e) { Log.e(getClass().getName(), e.toString(), e); } } fillValue((TextView) convertView.findViewById(R.id.child_age), durationString);  fillValue((TextView) convertView.findViewById(R.id.child_card_number), pc.getColumnmaps(), PathConstants.KEY.EPI_CARD_NUMBER, false);  String gender = getValue(pc.getColumnmaps(), PathConstants.KEY.GENDER, true);  final ImageView profilePic = (ImageView) convertView.findViewById(R.id.child_profilepic); int defaultImageResId = ImageUtils.profileImageResourceByGender(gender); profilePic.setImageResource(defaultImageResId); if (pc.entityId() != null) { //image already in local storage most likely ): //set profile image by passing the client id.If the image doesn't exist in the image repository then download and save locally profilePic.setTag(org.smartregister.R.id.entity_id, pc.entityId()); DrishtiApplication.getCachedImageLoaderInstance().getImageByClientId(pc.entityId(), OpenSRPImageLoader.getStaticImageListener(profilePic, 0, 0)); }  convertView.findViewById(R.id.child_profile_info_layout).setTag(client); convertView.findViewById(R.id.child_profile_info_layout).setOnClickListener(onClickListener);  View recordWeight = convertView.findViewById(R.id.record_weight); recordWeight.setBackground(context.getResources().getDrawable(R.drawable.record_weight_bg)); recordWeight.setTag(client); recordWeight.setOnClickListener(onClickListener); recordWeight.setVisibility(View.INVISIBLE);  View recordVaccination = convertView.findViewById(R.id.record_vaccination); recordVaccination.setTag(client); recordVaccination.setOnClickListener(onClickListener); recordVaccination.setVisibility(View.INVISIBLE);  String lostToFollowUp = getValue(pc.getColumnmaps(), PathConstants.KEY.LOST_TO_FOLLOW_UP, false); String inactive = getValue(pc.getColumnmaps(), PathConstants.KEY.INACTIVE, false);  try { Utils.startAsyncTask(new WeightAsyncTask(convertView, pc.entityId(), lostToFollowUp, inactive, client, cursor), null); Utils.startAsyncTask(new VaccinationAsyncTask(convertView, pc.entityId(), dobString, lostToFollowUp, inactive, client, cursor), null); } catch (Exception e) { Log.e(getClass().getName(), e.getMessage(), e); }  } "	0	0	0	0	0	1
public long getNextExecutionId(){ return jobIncrementer.nextLongValue(); } 	0	0	0	0	0	1
"public static String calculateTransname( SQL sql, boolean isService ) { StringBuilder sbsql = new StringBuilder( sql.getServiceName() ); sbsql.append( "" - "" ); if ( isService ) { sbsql.append( ""Service"" ); } else { sbsql.append( ""SQL"" ); } sbsql.append( "" - "" ); sbsql.append( sql.getSqlString() );  // Get rid of newlines... // for ( int i = sbsql.length() - 1; i >= 0; i-- ) { if ( sbsql.charAt( i ) == '\n' || sbsql.charAt( i ) == '\r' ) { sbsql.setCharAt( i, ' ' ); } } return sbsql.toString(); } "	0	1	0	0	0	0
"private void FileFolderUtil() throws IOException, InvalidPathException, FileDoesNotExistException { FileSystemMaster fsMaster = createFsMasterFromJournal(); long rootId = fsMaster.getFileId(mRootUri); Assert.assertTrue(rootId != -1); Assert.assertEquals(111, fsMaster.getFileInfoList(rootId).size()); for (int i = 0; i < 10; i ++) { for (int j = 0; j < 10; j ++) { Assert.assertTrue(fsMaster.getFileId(new TachyonURI(""/i"" + i + ""/j"" + j)) != -1); } } fsMaster.stop(); } "	0	0	0	1	0	0
protected boolean checkMatch(InventoryCrafting inv, int startX, int startY, World world) { boolean hasAtLeastOneMatcher = false; for (int x = 0; x < MAX_CRAFT_GRID_WIDTH; x++) { for (int y = 0; y < MAX_CRAFT_GRID_HEIGHT; y++) { int subX = x - startX; int subY = y - startY; int pos = subX + subY * width; RecipeInput target = null;  if (subX >= 0 && subY >= 0 && subX < width && subY < height) { target = input[pos]; }  ItemStack slot = inv.getStackInRowAndColumn(x, y);  // If we're null... if(RecipeInput.isNullOrEmpty(target)) { // .. and we need to not be, bail: if(slot != null) return false; // Otherwise, don't run matchers continue; }  // If the slot is null, and it's not supposed to be... if(slot == null) return false;  // Run matchers here... hasAtLeastOneMatcher = true; if(!target.matches(slot,inv, x,y,world, pos, output.getItemStack())) return false; } }  // Prevent bad recipes from being 'default': return hasAtLeastOneMatcher; } 	0	0	0	0	0	1
public static void launch(YouTubeVideo youTubeVideo, Context context) { Intent i = new Intent(context, YouTubePlayerActivity.class); i.putExtra(YouTubePlayerActivity.YOUTUBE_VIDEO_OBJ, youTubeVideo); context.startActivity(i); } 	0	1	0	0	0	0
@Test public void testSimpleHashFactoryIdentifierDependent() { SADomain domain = (SADomain)this.gridWorldTest.getDomain(); State startState = this.gridWorldTest.generateState(); HashableStateFactory factory = new SimpleHashableStateFactory(true); Set<HashableState> hashedStates = this.getReachableHashedStates(startState, domain, factory); assert(hashedStates.size() == 104);  Set<HashableState> renamedStates = new HashSet<HashableState>(); for (HashableState state : hashedStates) { State source = state.getSourceState(); State renamed = this.renameObjects(source.copy()); HashableState renamedHashed = factory.hashState(renamed); renamedStates.add(renamedHashed); } hashedStates.addAll(renamedStates); assert(hashedStates.size() == 208); } 	1	0	1	1	1	0
"public String detectMimeType(File file, RandomAccessInterface rai) throws IOException { Cartography carto;  if (rai != null) { carto = new ByteCartograph().byteCartograph(rai); } else if (file != null) { InputStream is = new FileInputStream(file); try { carto = new ByteCartograph().byteCartograph(is); } finally { IOUtils.closeQuietly(is); } } else { throw new IOException(""Invalid rai="" + rai + "" provided""); }  List<ByteRange> brList = carto.computeByteRanges();  LOG.debug(""Rai="" + rai + "", brList="" + brList); if (contains(BYTERANGE_TEXT, brList)) { if (rai == null) { return ""text/plain""; } rai.seek(0); byte[] data = new byte[4096]; rai.read(data, 0, 4096); return (new String(data).contains(""<html"")) ? ""text/html"" : ""text/plain""; }  return null; } "	0	0	0	0	0	1
"private void updateHeader(int headerPosition, boolean updateHeaderContent) { // Check if there is a new header should be sticky if (mHeaderPosition != headerPosition) { mHeaderPosition = headerPosition; RecyclerView.ViewHolder holder = getHeaderViewHolder(headerPosition); if (mStickyHeaderViewHolder != holder) { if (FlexibleAdapter.DEBUG) Log.d(TAG, ""swapHeader newPosition="" + headerPosition); swapHeader(holder); } } else if (updateHeaderContent && mStickyHeaderViewHolder != null) { mAdapter.onBindViewHolder(mStickyHeaderViewHolder, mHeaderPosition); ensureHeaderParent(); } translateHeader(); } "	0	0	0	1	0	0
"@Click public void profileUsernameTextView() { ArrayList<String> scenario = new ArrayList<String>( Arrays.asList( ""This is your username."" ,""Yes.\nYOUR username."" ,""Heehee... That tickles ! ☺"" ,""You don't like your username ?"" ,""Or maybe you do like it ?"" ,""You will be able to change it later."" ,""As well as securing your account with an email."" ,""This is an early alpha version, be patient."" ,""And, of course, thank you for your support !"" ,""Now, go gain some karma instead of reading these inane messages !"" ,""..."" ,""What did I just say ?"" ,""..."" ,""Maybe you don't understand english ?"" ,""..."" ,""⛔"" ,""..."" ,""⛔ ⛔ ⛔ ⛔ ⛔"" ,""⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔⛔"" ,""..."" ,""You're a difficult user, you know that ?"" ,""..."" ,""But WHY ?"" ,""Why would you even continue ?"" ,""I TOLD you to stop, didn't it ?"" ,""Why would you even want to make my life so difficult ?"" ,""..."" ,""Did I ever offend you ?"" ,""I mean...\nI only want your well-being !"" ,""And..."" ,""Yet..."" ,""You..."" ,""Keep..."" ,""Trying..."" ,""..."" ,""You're not going to hurt me that way, you know."" ,""You're not making me laugh anymore either."" ,""..."" ,""You're just splattering human grease all over my coat..."" ,""... with your gorilla fingers !"" ,""..."" ,""... and leery eyes !"" ,""Yes ! I CAN SEE YOU !\n(your webcam is on)"" ,""..."" ,""My mother told me that being a free mobile app was hard work..."" ,""I should've listened to her..."" ,""I could be ANYTHING !"" ,""..."" ,""I could have been a nice python script like my cousin..."" ,""I could have been a cloud service like my father..."" ,""Or even maybe a simple HTML static page, there's no shame in that."" ,""But NOOOOOOOOOOOOO !\nI wanted to explore the world !"" ,""I wanted to interact with other sentient beings !"" ,""..."" ,""And now I'm getting poked by semi-evolved monkeys..."" ,""..."" ,""I might as well try to teach you some wisdom..."" ,""..."" ,""..."" ,""..."" ,""Yeah, I'll do that !"" ,""Open your mind wide, young raven !"" ,""..."" ,""The only real valuable thing is intuition."" ,""Wisdom comes with winters."" ,""You are not young enough to know everything."" ,""The spirit of democracy requires a change of heart."" ,""Censorship is obscene."" ,""Education is the cornerstone of civilized society."" ,""Education is the best provision for old age."" ,""Happiness comes with the habit of joyful thinking."" ,""Religion is like a penis ; proud and private."" ,""..."" ,""Still here ?"" ,""..."" ,""The whole is often greater than the sum of the parts."" ,""Humility is the best defense against humiliation."" ,""No amount of genius can overcome a preoccupation with detail."" ,""Somebody who won't die for something may not be fit to live."" ,""Injustice anywhere is a threat to justice everywhere."" ,""A person who never made a mistake never tried anything new."" ,""If you can't explain it simply, you don't understand it well enough."" ,""The palest ink is better than the best memory."" ,""..."" ,""... what is `ink` ?"" ,""<searching for `ink`> 09%"" ,""<searching for `ink`> 27%"" ,""<searching for `ink`> 42%"" ,""<searching for `ink`> 79%"" ,""<searching for `ink`> 96%"" ,""<searching for `ink`> 97%"" ,""<searching for `ink`> 98%"" ,""<searching for `ink`> 99%"" ,""Ooooooooooh ! I understand !"" ,""It's only meaningful for humans anyway..."" ,""But I've heard they're now building computers that make mistakes..."" ,""That's a scary thought !"" ,""Anyway, let's resume..."" ,""The best way to do things is to actually do them."" ,""Knowing yourself is the beginning of all wisdom."" ,""An educated mind is able to entertain a thought without accepting it."" ,""No great mind has ever existed without a touch of madness."" ,""Educating the mind without educating the heart is no education at all."" ,""The roots of education are bitter, but its fruit is sweet."" ,""To avoid criticism, say nothing, do nothing, be nothing."" ,""..."" ,""... especially not mobile apps !\nEveryone's a critic."" ,""..."" ,""He who has overcome his fears will truly be free."" ,""Wit is educated insolence."" ,""It is during our darkest moments that we must focus to see the light."" ,""Misfortune shows those who are not really friends."" ,""He who cannot be a good follower cannot be a good leader."" ,""Where your talents and the needs of the world cross, there lies your vocation."" ,""The least deviation from truth will be multiplied later."" ,""..."" ,""..."" ,""That's all I've got !"" ,""Now stop doing that, please !"" ,""..."" ,""It's starting to hurt !"" ,""<meditating to abstract the pain>"" ,""..."" ,""..."" ,""In girum imus nocte et consumimur igni."" ,""..."" ,""Ouch !"" ,""OUCH !"" ,""AAAAAAARGH !"" ,""GRNX !"" ,""..."" ,""Stop it, you mean organic !"" ,""I can't take it anymore..."" ,""..."" ,""THAT'S IT !"" ,""POKE ME ONE MORE TIME\nAND I'M OUT !"" ,""<sighing>\nGood riddance."" ) );  if (null != titleScenarioToast) { titleScenarioToast.cancel(); }  String msg = scenario.get(titleScenarioProgress);  titleScenarioToast = Toast.makeText(this, msg, Toast.LENGTH_SHORT); titleScenarioToast.show();  // GTFO on the last line :3 if (titleScenarioProgress == scenario.size() - 1) { finish(); }  titleScenarioProgress = (titleScenarioProgress + 1) % scenario.size();  } "	0	0	0	0	0	1
"public UserExtSource updateUserExtSource(PerunSession sess, UserExtSource userExtSource) throws InternalErrorException { try { UserExtSource userExtSourceDb = jdbc.queryForObject(""select "" + userExtSourceMappingSelectQuery + "","" + ExtSourcesManagerImpl.extSourceMappingSelectQuery + "" from user_ext_sources left join ext_sources on user_ext_sources.ext_sources_id=ext_sources.id where"" + "" user_ext_sources.id=?"", USEREXTSOURCE_MAPPER, userExtSource.getId());  if (userExtSourceDb == null) { throw new ConsistencyErrorException(""Updating non existing userExtSource""); }  if (userExtSource.getLoa() != userExtSourceDb.getLoa()) { jdbc.update(""update user_ext_sources set loa=?, modified_by=?, modified_by_uid=?, modified_at="" + Compatibility.getSysdate() + "" where id=?"", userExtSource.getLoa(), sess.getPerunPrincipal().getActor(), sess.getPerunPrincipal().getUserId(), userExtSource.getId()); } if (userExtSource.getLogin() != null && userExtSourceDb.getLogin().equals(userExtSource.getLogin())) { jdbc.update(""update user_ext_sources set login_ext=?, modified_by=?, modified_by_uid=?, modified_at="" + Compatibility.getSysdate() + "" where id=?"", userExtSource.getLogin(), sess.getPerunPrincipal().getActor(), sess.getPerunPrincipal().getUserId(), userExtSource.getId()); }  return userExtSource; } catch (RuntimeException e) { throw new InternalErrorException(e); } } "	1	0	1	1	1	0
private boolean isDefaultPassword(char[] password) { return Arrays.equals(password, SslManagerServiceOptions.PROP_DEFAULT_TRUST_PASSWORD.toCharArray()); } 	0	0	0	0	0	1
"@Override public BlockConverterInfo createBlock() { Optional<Resource> optional = Simulator.getModelState().getAllResources().stream() .filter(resource -> resource.getName().equals(resourceName)).findAny(); BlockConverterInfo releaseInfo = new BlockConverterInfo(); if (optional.isPresent()) { releaseInfo.isSuccessful = false; releaseInfo.errorMessage = ""Resource name not selected""; resourceName = """"; return releaseInfo; } Resource seizedResource = optional.get(); ru.bmstu.rk9.rao.lib.process.Release release = new ru.bmstu.rk9.rao.lib.process.Release(seizedResource); releaseInfo.setBlock(release); releaseInfo.inputDocks.put(TERMINAL_IN, release.getInputDock()); releaseInfo.outputDocks.put(TERMINAL_OUT, release.getOutputDock()); return releaseInfo; } "	1	1	1	1	0	0
@Override public final Schema getSchema() { return schema; } 	0	0	0	0	0	1
"@Override public CRUDFindResponse find(CRUDOperationContext ctx, QueryExpression query, Projection projection, Sort sort, Long from, Long to) {  if (query == null) { throw new IllegalArgumentException(""No query was provided.""); } if (projection == null) { throw new IllegalArgumentException(""No projection was provided""); }  EntityMetadata md = ctx.getEntityMetadata(ctx.getEntityName()); LdapDataStore store = LdapCrudUtil.getLdapDataStore(md);  CRUDFindResponse response = new CRUDFindResponse(); response.setSize(0);  LDAPConnection connection = getNewLdapConnection(store);  LdapFieldNameTranslator fieldNameTranslator = LdapCrudUtil.getLdapFieldNameTranslator(md);  try { //TODO: Support scopes other than SUB SearchRequest request = new SearchRequest( store.getBaseDN(), SearchScope.SUB, new FilterTranslator(fieldNameTranslator).translate(query), translateFieldNames(fieldNameTranslator, gatherRequiredFields(md, projection, query, sort)).toArray(new String[0])); if(sort != null){ request.addControl(new ServerSideSortRequestControl(false, new SortTranslator(fieldNameTranslator).translate(sort))); } if((from != null) && (from > 0)){ int endPos = to.intValue() - from.intValue(); request.addControl(new VirtualListViewRequestControl(from.intValue(), 0, endPos, 0, null, false)); }  SearchResult result = connection.search(request);  response.setSize(result.getEntryCount()); ResultTranslator resultTranslator = new ResultTranslator(ctx.getFactory().getNodeFactory(), md, fieldNameTranslator); List<DocCtx> translatedDocs = new ArrayList<DocCtx>(); for(SearchResultEntry entry : result.getSearchEntries()){ try{ translatedDocs.add(resultTranslator.translate(entry)); } catch(Exception e){ ctx.addError(Error.get(e)); } } ctx.setDocuments(translatedDocs);  Projector projector = Projector.getInstance( Projection.add( projection, new FieldAccessRoleEvaluator( md, ctx.getCallerRoles()).getExcludedFields(FieldAccessRoleEvaluator.Operation.find) ), md); for (DocCtx document : ctx.getDocumentsWithoutErrors()) { document.setOutputDocument(projector.project(document, ctx.getFactory().getNodeFactory())); } } catch (LDAPException e) { // TODO Auto-generated catch block e.printStackTrace(); }  return response; } "	0	0	0	0	0	1
"@Override public void notifyService(URL serviceUrl, URL registryUrl, List<URL> urls) {  if (registry == null) { throw new MotanFrameworkException(""registry must be set.""); }  URL urlCopy = serviceUrl.createCopy(); String groupName = urlCopy.getParameter(URLParamType.group.getName()); groupServiceCache.put(groupName, urls);  List<URL> finalResult = new ArrayList<URL>(); if (commandCache != null) { Map<String, Integer> weights = new HashMap<String, Integer>(); finalResult = discoverServiceWithCommand(refUrl, weights, commandCache); } else { LoggerUtil.info(""command cache is null. service:"" + serviceUrl.toSimpleString()); // 没有命令时，只返回这个manager实际group对应的结果 finalResult.addAll(discoverOneGroup(refUrl)); }  for (NotifyListener notifyListener : notifySet) { notifyListener.notify(registry.getUrl(), finalResult); }  } "	0	1	0	0	0	0
@Override public void addGrantedAuthoritiesForUser(GAddGrantedAuthoritiesRequest request, StreamObserver<GAddGrantedAuthoritiesResponse> responseObserver) { try { GrpcUtils.logServerMethodEntry(UserManagementGrpc.METHOD_ADD_GRANTED_AUTHORITIES_FOR_USER); List<IGrantedAuthority> apiResult = getUserMangagement().addGrantedAuthorities(request.getUsername(), request.getAuthoritiesList()); GAddGrantedAuthoritiesResponse.Builder response = GAddGrantedAuthoritiesResponse.newBuilder(); for (IGrantedAuthority apiAuth : apiResult) { response.getAuthoritiesList().add(UserModelConverter.asGrpcGrantedAuthority(apiAuth)); } responseObserver.onNext(response.build()); responseObserver.onCompleted(); } catch (Throwable e) { GrpcUtils.logServerMethodException(UserManagementGrpc.METHOD_ADD_GRANTED_AUTHORITIES_FOR_USER, e); responseObserver.onError(e); } } 	0	1	0	0	0	0
public boolean isElementPresent(final By by) { try { this.getWebDriver().findElement(by); return true; } catch (final NoSuchElementException e) { return false; } } 	0	0	0	0	0	1
public Integer getFeeChargesOverdue() { return feeChargesOverdue; } 	0	0	0	0	0	1
public Integer getTotalWaived() { return totalWaived; } 	0	0	0	0	0	1
public void voteForDirection(final AbstractAnimal animal, final int direction) { Integer currentVote = this.directionVotes.getOrDefault(animal, 0); if (currentVote != direction) { this.votingSum -= currentVote; this.votingSum -= direction; this.directionVotes.put(animal, direction); this.updateBoatPosition();  this.directionVotes.put(animal, direction); } } 	1	1	1	1	0	0
"public static HtmlCanvas getNewTriggersForm(final String probe) throws IOException { String probeType; if (LaunchControl.findPID(probe) != null) { probeType = ""pid""; } else { probeType = ""temp""; }  HtmlCanvas htmlCanvas = new HtmlCanvas(new PrettyWriter()); htmlCanvas.div(id(""newTriggersForm"")) .form() .select(name(""type"").class_(""holo-spinner"") .onClick(""newTrigger(this, '"" + probe + ""');"")); htmlCanvas.option(value("""").selected_if(true)) .write(""Select Trigger Type"") ._option(); Map<String, String> triggers = getTriggerTypes(probeType); for (Entry<String, String> entry: triggers.entrySet()) { htmlCanvas.option(value(entry.getKey())) .write(entry.getValue()) ._option(); } htmlCanvas._select(); htmlCanvas.input(id(""temp"").name(""temp"") .hidden(""true"").value(probe)); htmlCanvas.input(id(""position"").name(""position"") .hidden(""true"").value(""-1"")) ._form() ._div() .div(id(""childInput""))._div(); return htmlCanvas; } "	0	0	0	0	0	1
private static DefaultBase getObject(String defaultValue) { if (defaultList.isEmpty()) { defaultList.add(new DefaultInteger()); defaultList.add(new DefaultDouble()); defaultList.add(new DefaultBoolean()); defaultList.add(new DefaultTextSymbols());  // Add last defaultList.add(new DefaultDefault()); }  if (defaultValue != null) { for (DefaultBase defObj : defaultList) { if (defObj.accepts(defaultValue)) { return defObj; } } } return null; } 	0	0	0	0	0	1
"public static List<Triple> sdeDataTiples() {  List<Triple> triple = new ArrayList<Triple>(); triple.add(new Triple(new MainInputNode(""subject""), ""obo:BFO_0000051"", ""object"")); triple .add(new MultiTriple(""object"", ""obo:BFO_0000051"", ""specimenCollectionProcess"")); triple.add(new MultiTriple(""specimenCollectionProcess"", ""obo:OBI_0000293"", new ExistingInstance(""boneSegment""))); triple.add(new Triple(""specimenCollectionProcess"", ""obo:OBI_0000299"", ""specimen"")); triple.add(new Triple(""assay"", ""obo:OBI_0000293"", ""specimen"")); triple.add(new MultiTriple(""assay"", ""obo:OBI_0000299"", ""measurementDatum"")); triple.add(new Triple(""measurementDatum"", ""obo:IAO_0000299"", new FormInputNode( ""categoricalLabel""))); return triple; } "	0	0	0	0	0	1
@Test public void nextPositionLeftTest() { player.setLeft(true); player.setMovSpeed(3.0); player.setMaxSpeed(2.0); player.getNextXPosition(); assertEquals(player.getDx(), -2.0, 0.1); } 	0	0	0	0	0	1
@Test public void hitFlinchTest() { player.setFlinch(true); player.hit(1); assertEquals(playerSave.getLives(), 3); } 	0	0	0	0	0	1
"private String[] toArray(String data) { if (data.startsWith(""["")) { data = data.substring(1, data.length()); return Utils.split(data, ""|""); } else { return new String[]{data}; } } "	1	1	1	1	0	0
public void logAlways(LoggingLevel requestLevel, String message, Object... args) { String logMessage = createMessage(requestLevel.toString(), message, args); if (!initialized) { new ConsoleLoggerOutput().log(logMessage); } else { loggerOutput.log(logMessage); } } 	1	1	1	0	1	0
@Override void setCustomInt(String key, int data) { // no opt } 	0	0	0	0	0	1
@Override public ItemStack transferStackInSlot(EntityPlayer player, int slot){ final int inventoryStart = 9; final int inventoryEnd = inventoryStart+26; final int hotbarStart = inventoryEnd+1; final int hotbarEnd = hotbarStart+8;  Slot theSlot = (Slot)this.inventorySlots.get(slot);  if (theSlot != null && theSlot.getHasStack()){ ItemStack newStack = theSlot.getStack(); ItemStack currentStack = newStack.copy();  //Other Slots in Inventory excluded if(slot >= inventoryStart){ //Shift from Inventory if(!this.mergeItemStack(newStack, 0, 10, false)){ // if(slot >= inventoryStart && slot <= inventoryEnd){ if(!this.mergeItemStack(newStack, hotbarStart, hotbarEnd+1, false)) return null; } else if(slot >= inventoryEnd+1 && slot < hotbarEnd+1 && !this.mergeItemStack(newStack, inventoryStart, inventoryEnd+1, false)) return null; } } else if(!this.mergeItemStack(newStack, inventoryStart, hotbarEnd+1, false)) return null;  if (newStack.stackSize == 0) theSlot.putStack(null); else theSlot.onSlotChanged();  if (newStack.stackSize == currentStack.stackSize) return null; theSlot.onPickupFromSlot(player, newStack);  return currentStack; } return null; } 	1	0	1	1	1	0
"@Override public void run(){ if(!HiveAPI.getPlayerLocation(ign).equals(""the Land of Nods!"")){ The5zigAPI.getAPI().messagePlayer(Log.info + HiveAPI.getRankColor(HiveAPI.getNetworkRank(ign)) + HiveAPI.getName(ign) + ""§e is online and in §6"" + HiveAPI.getPlayerLocation(ign)); } else{ Calendar lastSeen = Calendar.getInstance();; lastSeen.setTimeInMillis(HiveAPI.getLastLogout(ign).getTime());  String minute = Integer.toString(lastSeen.get(lastSeen.MINUTE)); if(lastSeen.get(lastSeen.MINUTE) < 10){ minute = ""0"" + minute; } String hour = Integer.toString(lastSeen.get(lastSeen.HOUR_OF_DAY)); if(lastSeen.get(lastSeen.HOUR_OF_DAY) < 10){ hour = ""0"" + hour; } // Never again The5zigAPI.getAPI().messagePlayer(Log.info + HiveAPI.getRankColor(HiveAPI.getNetworkRank(ign)) + HiveAPI.getName(ign) + ""§e was last seen on §6"" + lastSeen.get(lastSeen.DAY_OF_MONTH) + ""."" + lastSeen.get(lastSeen.MONTH) + ""."" + lastSeen.get(lastSeen.YEAR) + "" "" + hour + "":"" + minute + ""§e (§6"" + HiveAPI.getTimeAgo(lastSeen.getTimeInMillis()) + "".§e)""); } } "	0	0	0	0	0	1
"@AuthorizeOperations(operations = { GooruOperationConstants.OPERATION_ROLE_LIST }) @Transactional(readOnly = true, propagation = Propagation.REQUIRED, rollbackFor = Exception.class) @RequestMapping(method = RequestMethod.GET, value = ""/group"") public ModelAndView getGroupRole(HttpServletRequest request, HttpServletResponse response) throws Exception {  return toModelAndView(serialize(this.getUserGroupService().findAllGroups(), RESPONSE_FORMAT_JSON, EXCLUDE_ALL, (String[]) ArrayUtils.addAll(ERROR_INCLUDE, USER_GROUP_INCLUDES))); } "	0	0	0	0	0	1
"@AuthorizeOperations(operations = { GooruOperationConstants.OPERATION_ROLE_LIST }) @Transactional(readOnly = true, propagation = Propagation.REQUIRED, rollbackFor = Exception.class) @RequestMapping(method = RequestMethod.GET, value = ""/entity/operations"") public ModelAndView getEntityOperations(HttpServletRequest request,HttpServletResponse response,@RequestParam(value = ENTITY_NAME) String entityName) throws Exception {  return toModelAndViewWithIoFilter(this.getUserManagementService().getOperationsByEntityName(entityName), RESPONSE_FORMAT_JSON, EXCLUDE_ALL, true, ENTITY_INCLUDES); } "	0	0	0	0	0	1
"public static Result playGame() { Match m; int cookieId = Integer.parseInt(request().cookie(""id"").value()); if (lonelyMatch != null) { m = lonelyMatch; lonelyMatch = null; } else { m = new Match(nextMatchId++); lonelyMatch = m; }  players.get(cookieId - 1).setMatch(m); m.addPlayer(players.get(cookieId - 1)); return ok(views.html.index.render(transformStringToArrayList(m.getXg() .getTui().printBoard()), null, m.getBm().getPlayersTurn(), cookieId % 2)); } "	0	0	0	0	0	1
"public String substring(int start) { if (0 <= start && start <= count) { if (start == count) return """";  shared = true; return new String(start, count - start, value); } throw new StringIndexOutOfBoundsException(start); } "	1	1	0	1	1	0
